AAVS1,ACOX2,ADAMTS16,ARID1B,ATP5B,C2orf78,C8orf86,CCRL2,CD40LG,CHRNA7,CLK3,CLRN2,CYP2C19,CYTH3,DAAM1,DBF4B,DSCR4,EML2,FAM9C,FBXO10,GLI4,ID1,KBTBD2,KIAA0100,LDB3,LHFP,MIA2,MS4A3,NDP,PDX1,PQLC1,PRR3,PTPN1,RAPGEF3,RHDBL,RPL11,RTN4R,SERPINB5,SLC5A9,TIGD2,WDR92,WFDC2
CLK3,1.42756704220987,1.08767743747784,2.75785956614573,1.50153442081474,1.53887499702729,1.42653760621054,1.47630660456961,1.11964121980475,1.57443248504621,1.10573191218715,0.630265534896466,1.4590369525503,2.18086235190706,1.18483093451868,1.9065559932251,1.5424458994284,1.64262502034552,1.08915752438111,2.74215497784071,1.70798625721657,1.57343974492504,2.00516739347601,1.33055542438082,1.37513056512886,1.35903085899965,1.05613263577554,0.749058597649848,2.06204340769754,1.77905154814502,1.65720283044863,1.42847609800407,1.20456769541098,1.03110942240558,1.64376021712761,2.04914495724169,1.46026998584999,2.22813275786627,1.31294409019622,1.14665579531134,1.31495572563276,1.59066654558154,1.21585746462807
CLRN2,1.79167063421999,1.55467365568111,2.97985130731625,2.2356681046932,2.11551489032673,2.20450035383509,1.45841347626152,1.79270530335606,1.85886837096051,1.69235634390599,1.57162521221834,0.683437461624153,3.09756699410281,1.61184956021681,2.0875777798203,1.04349701533116,2.03830245508948,1.58493635973269,2.75492146439807,1.8977608955095,1.68368763781918,2.54227266618966,1.92238736869168,2.15995943801527,2.27009418569149,1.86894254977062,2.1485103626234,1.54004182023614,2.64916085668929,1.92353793240591,1.66710902288522,1.81199669176555,1.53215087999062,1.86475323164684,2.30650240664877,2.09266090087323,3.12964804141515,1.32090044204782,1.57118820893618,1.67133431931233,2.02825060485176,1.52502812870967
CYP2C19,2.93203878691311,3.62300091201632,3.10716323656174,3.45123620553006,1.31340800332655,1.55746395360101,2.61546160609866,2.21232174443869,1.88504225509228,3.7159986850531,3.36732119923931,3.71528888129155,0.89941722373552,2.14126002948219,2.00686933572831,4.23339560629663,4.59342535303493,2.21462947220074,4.55770196774008,1.89640504458602,3.62790253561381,3.39159739344926,1.73687793770694,1.83666159146132,2.21031511993742,3.44848652965491,2.79153835093699,4.53077791861415,2.12006407217613,3.678421580654,2.5858608215291,3.63952904858125,2.44965157179582,4.0134632000236,4.00098446444987,2.04342557137491,4.12579954323115,3.5787917521207,3.5018694148434,2.4677084064006,2.15858622081774,3.27643666298021
CYTH3,2.33652453939879,1.90347711024525,3.6688566090321,2.30845675815111,1.82934663829938,2.11060935657967,1.58625425985469,1.53023397542147,1.96583228346647,1.17861812784069,1.64330545802576,2.6124223839325,2.91400013952789,1.79976962896553,1.93569613372339,2.27301531978497,2.69376379941022,1.59787249583667,4.48114263002837,2.28862554879753,2.68136077931576,3.24202848692128,1.70771434378823,1.66603024863691,2.13292200839511,1.80076582183408,2.70841724015353,3.40969510974327,2.2697140753373,2.10980021753736,1.64766884359551,1.88575021374753,1.60114488345759,2.52548302363801,2.73899341375622,1.78229083558736,2.93089678041183,1.37056566426122,1.90862435903299,1.65743118154749,1.62404643549141,1.57505087603746
DAAM1,2.06879213028721,2.26964313137169,1.29026164242077,2.01848356964727,1.37132833486196,1.532987807301,1.19293803897819,1.45571901705502,1.68398959436564,2.15952434506692,2.53496730571307,2.37564506736469,1.79766934386277,1.28157365621526,0.601576780499588,2.32759957953979,2.60441536485723,1.21915280602069,3.67515203243934,1.51613417226819,1.94431146614479,2.89022433338125,0.935413387653679,1.04873079934244,1.61342151991288,1.79920209631473,3.25952122416217,2.72137976287903,1.41509655023091,2.37064819152082,1.1460600397161,2.8486861900402,1.27704641795432,2.38866006660651,3.38360691118337,1.09142928137485,2.13964708698655,1.8345057117106,1.92089666931473,1.37320153647252,1.10804956367896,1.60702947374999
DBF4B,1.43044583907569,1.60630048230867,2.96880989933486,2.50475085125317,2.35195031617557,2.40799663756179,2.0419815675467,1.78655812690769,2.4933828590462,1.64663493244265,1.99878023156395,0.988940795181527,2.86895691284183,1.74938283787985,1.75376410700991,0.672500859765954,2.31857232146667,1.29337511762517,2.41340047394803,1.38509679433799,1.7159922838043,2.53865591601792,1.61728967339501,1.86340896431127,2.16798405290964,1.93964382811729,2.79207204979035,2.73441561918448,2.41899818861966,1.4975851220713,1.39374543362887,2.21808348556631,1.34084113593156,1.21487331260122,2.7820257190194,2.20823603211642,3.1317904589937,1.3478984335124,1.96187128614745,1.36085584912412,2.10346522508403,1.0318770561596
DSCR4,2.34968825809347,3.06209459329552,4.0522763318678,1.10028707386806,3.00512470247386,3.20128287110235,3.13389828816786,2.78945994821415,2.65587288898847,3.36189722831017,2.59949292543465,2.86742833428027,3.58163195466342,2.47965963261716,2.95641359870457,3.61121392040335,0.819437509499987,2.45848916549692,4.40270501349891,3.09149786651203,3.10213667419355,3.76059832440552,2.34773262379263,2.08453206588147,2.99985505554406,1.62647630903483,3.75344842574849,3.91116309951188,2.98235307551357,2.68647436904588,2.29703335839397,3.47616975200964,2.18898100202298,3.27503509319273,3.50906486602458,3.38871362311737,1.53760667934219,3.07113732737997,2.81247536938273,2.49952027910968,3.35388106573437,2.88946905537232
EML2,1.30072633564961,1.38846127987086,2.52384251725776,1.41708165557452,1.71989680373772,1.86880198591853,1.39518405307956,1.38965622854079,1.62497434463128,1.43869605163521,1.3495494701552,0.911783373100801,2.43729914161965,1.48204010489404,1.83209972191109,1.25516051425234,1.46333826137341,1.15291945150826,2.4856096454217,1.45533695864339,1.7140399620213,2.04960427356898,1.48046536837291,1.55057958618817,1.66498430245159,1.31140728549728,2.08870257733867,2.04496984543889,1.77289899897655,1.27022281945097,1.23540540280277,1.81535501583989,1.15357677420015,1.40434066249914,2.04184330666758,1.78787378939787,1.98529594983905,1.49279043092917,1.53098001063826,1.18146481934987,1.68935827186808,1.16229077171145
FAM9C,3.3083698037261,5.4790522003233,7.48046830536559,6.79257651342409,5.96379176961662,4.91070521797233,5.79488357728041,5.72867017077674,5.52410887323752,4.42121927168879,5.39359813052551,4.83632819661009,6.41709638057407,6.11882769071268,6.85380663368778,4.81715750047375,5.44805547681605,4.66176830680882,0.995321251934067,3.3811577502896,6.49332566303951,6.21398129614477,5.27431034464471,5.87322472266265,5.69160451576077,6.39274985113535,6.2836280957869,7.95740034593399,4.64102821547577,5.63474810388319,3.99702637594566,5.8671606724216,4.67075360178476,4.9770455519105,7.96725246762973,5.86999491710928,6.82941249043721,5.92190952262495,5.33824675576554,5.76788821718062,5.97994810765097,3.94571629539026
FBXO10,1.59964903494717,2.47170944862497,4.15590884767956,2.65899891740024,2.19301138472088,2.48132247213315,2.68522898251985,1.86848454438874,2.86384529705452,2.02972172261974,2.45125855898368,2.78801852591035,2.28022893041156,2.93243842794831,2.56115587843743,2.25008564931005,3.23163191721178,1.86003408162857,2.30287723014312,1.08475892878668,3.15590447646068,2.47506436052952,1.94374500301804,2.02066796120158,2.11249699527208,2.61304507399911,3.70398145070946,5.43781333236739,2.07558689229653,1.67040385197656,1.79087886460128,2.36393191591168,1.77584673351799,2.21743341098704,3.0197949958273,2.13324477812038,2.42847953296953,2.66705011274757,2.53433226363702,1.86873075252937,2.57061568804379,1.56577394893708
GLI4,3.65453478597729,2.8170919944664,3.11169032434355,4.05042269952509,4.36803817667133,5.08586967388848,3.23807720016778,4.10020116554596,5.09016347997833,2.5105833132554,3.12657624638649,3.35356820844448,5.43959275488912,3.37400612136205,3.69758809769409,2.71611261037045,3.24266974508606,3.79504866048837,4.47898945108048,4.13241268925657,1.94235830633279,3.95667864193329,4.28297422227453,4.35899656268001,3.87179565796339,2.52137703843401,3.81520115184186,2.24048986428687,4.86755728396396,3.34570521520216,3.74638034693549,4.50609563985826,3.31155293115288,3.01282706908495,4.42201734518747,5.07539727764946,5.34071412280891,2.09098360900598,2.54538323835679,3.23101815926342,4.13843980916591,3.3566313673625
ID1,2.04777185971573,1.81425231141129,2.77446403032519,2.27927581382245,1.43149556596498,2.00235921854148,1.69500939903047,1.52647478800746,1.87864066493555,1.64312113679514,1.63491027179378,2.04719374729445,1.71869282780086,1.86931420356761,1.94894948783984,2.39892735995899,2.87952062651814,1.56969752324804,3.63979011102833,1.63827259690101,1.66769314604124,1.09869466388232,1.67176574745406,1.71266351661353,1.50462546122321,1.96217126518403,2.13224253935259,2.65490187321579,2.03723316060819,1.27360408268326,1.8572311997935,1.67880972576161,1.71036088744828,2.17554662644597,2.53909256295806,1.71647108047503,2.94481510297507,1.58037069686781,1.72174678659397,1.66956587085143,1.94049457274554,1.68369876580336
KBTBD2,1.70823269896386,1.99388786315049,2.39161935933705,1.66069466859673,1.22071145777986,1.26117131081131,1.56162978666366,1.14826555781152,1.25647294427313,2.43616960803101,2.21140813407334,1.93713627113496,1.51703626952391,1.2857027041123,1.01641938005417,2.25597013545314,2.37896800731124,0.981862133888215,3.71787632215758,1.19892072625372,2.61346060242296,2.69435764002742,0.733092591729122,0.900511132488866,1.42371118462322,1.89891426096406,2.6132714356502,3.32347956150982,1.33736717440496,2.05789719123924,1.11697502510332,2.34074606604033,1.20159482244317,2.10324024922662,3.22460053211941,1.01458644259268,1.66587513149186,2.16241472784769,2.20331178773238,1.30342939394887,1.34672453299545,1.57575492064996
KIAA0100,3.57664297294097,2.57228979571967,2.59039400389541,1.53707434476607,1.77631445215516,2.18919222747005,2.18705285993964,1.88996816462988,1.93287401377032,3.13281363316759,2.69322382506502,3.05642292624623,2.3453388818355,1.95787421620265,1.70686800015965,3.35424401231801,2.23632025993487,1.89199842553273,7.78246425818702,2.8473402409997,2.89097381345774,3.18415071778334,1.54880532869302,1.16027646661825,2.422185787673,1.85447457641299,3.08118803971328,3.62751611116482,2.03409959466093,2.55358591625116,2.20996676510425,3.05021001314846,1.88846684941963,3.11021487278011,4.28695249763117,1.82752725865598,1.80828157590005,2.67574448683597,2.88786716229746,1.93203449103297,1.95035600859281,2.64358793040573
LDB3,1.52170116187369,2.46810200550194,2.43197310938434,2.12594762454774,0.939160015722289,1.31290223051039,1.43786740484828,1.47642505321015,1.25587575162375,2.35019273137337,2.03393037499067,2.25311729510551,1.03548983764353,1.95365828648734,1.6903710218055,2.94076724913658,2.96521103244773,1.64066477595396,3.06733420687591,1.13004827149769,2.40454299516993,2.08663704072833,1.19800322425284,1.5138252981918,0.889795579473471,2.30737971445812,2.58893982644814,3.05450066105799,1.57154947738552,2.18921357786811,1.74850222202667,1.95594955696189,1.60656011350872,2.8093463000843,2.75754584099584,1.2083859178937,2.16526817656567,2.64330512394304,1.8295415755361,1.71687496750846,1.6213841898194,2.10111272751745
LHFP,2.03057610601208,1.42602548198524,1.9981497310512,1.60469722128601,2.08217114309375,2.38330377447169,1.61125560099184,1.65974770934705,2.25510104426054,1.55548895066699,1.43774793219839,2.08064762201358,2.91655229128837,1.6237791100837,1.72437853874233,2.05936136269667,1.6064135100606,1.68275741877006,3.81551826849222,2.10196710860937,1.2322480940946,2.54944243639885,1.70429515653672,1.65937514408388,1.85944650682801,1.05112833661672,2.15510148251283,1.87593244013129,2.21848336958368,1.80373449719432,1.57620265363515,1.80478668611502,1.34341495154951,1.86952311657189,1.95082964825838,1.96808382234894,1.89018424290142,1.35302388316164,1.19867035730326,1.39440833034244,1.91951545515021,1.68433036158727
MIA2,4.58757571737542,3.68657532261574,6.23650408312706,5.09938286524153,3.8052878895086,2.57352783960686,4.43314358249841,2.96364482004956,4.13873879565242,4.01245886510484,3.38277965339394,4.66404804235366,2.97488633152297,3.09603215029718,4.09135300018846,4.24982682514073,5.93736690153768,2.94596295777518,7.39434527034128,4.441649469785,4.55425126970666,5.28068934932839,3.21099398570718,3.32056098783192,3.99641641400068,4.00039189108677,1.68908165674802,6.09298736717992,4.15614846379199,4.28220282299144,3.33917765050364,4.40051766418127,3.21303375898805,4.16085334674235,4.80250407133417,3.56467909558517,6.2802868994217,4.05018634392904,4.58945556739461,3.70547709170981,3.93564665842894,3.78621579035711
MS4A3,2.92926548733904,2.23262059727065,1.80574878507602,2.95542434772081,2.0973454810813,2.37329377955252,1.33130376598817,2.25490160125516,2.13487700316995,1.92237828060219,2.13763447568277,2.2768256273245,3.41169269761282,1.53650173326524,1.69701800398191,2.29514074707498,3.09199725595713,2.22958587853066,4.34570574433849,2.87584391580286,1.57823495191137,2.92337463641882,2.2585725553508,2.34316392258077,2.44008076711545,2.2013886276812,2.84274464740971,0.71484248636101,2.74275502073898,2.81344137111497,2.10167279669504,2.83446275221326,2.04658554440697,3.08049719271686,2.83650246660563,2.23099304308932,3.994573458083,1.52816528170358,1.78234682879367,2.1431731746846,1.75076860708682,2.31381176407847
NDP,2.71084957832498,2.4979345276475,2.21802697461768,2.07330505533207,1.38027193602612,1.66362204880784,2.34836264909692,1.7272385405637,1.50868420027666,2.89276046589403,2.71051966385234,2.7708469773592,1.98567112911636,1.77048124503654,1.9597414772149,3.5322160352083,3.49529652471969,1.62405998614625,4.07609018948433,1.78178884860884,3.92013568978045,3.31115505096184,1.36519663100347,1.36765876534848,2.04340868487556,2.8879309920273,3.01728375651289,4.28422851810201,0.803219562419658,2.76797711304025,2.00775484792408,3.44486935354264,1.83606067889503,2.72729162388122,4.04831018688991,1.75415424936829,2.71330779946231,3.32760488424987,3.26054145329271,1.60912767695407,1.5755923036415,2.4559664172121
PDX1,6.51243928454201,5.56305528041193,4.86335804758095,6.58494823208698,4.73807862218666,5.18692629750977,5.21511960654196,5.19003600660748,5.70460086778938,5.47854197900427,5.72571749020656,6.06981176235886,4.51038168161711,5.50390855695402,5.37748317415944,6.18744818670717,7.79971241110308,5.26910419060682,8.32061001007495,5.5575704995932,5.52723715198636,6.23822375838417,5.17331123752499,4.989291388326,5.58858114955464,5.81943503580816,4.98074688824411,6.41768643706139,5.12432089165743,5.35439634580451,5.45658573741607,6.01104712274969,5.22692640963553,6.15930890520456,6.61706399768942,5.32957595145402,7.44094070890025,5.95637357086369,5.78338295430504,4.98298985152137,4.88961021569899,5.83024027109162
PQLC1,2.92556356092737,4.49651295065048,7.05518164270339,4.57038683969661,4.56715304878429,3.94517979231308,4.24220681187472,3.86674970074105,4.50018523689649,3.06612411115977,3.53174798565142,4.75799779177254,5.36201866732822,4.82869469093359,5.10330928023004,4.27323254593133,4.10306824277389,3.94938477815475,3.33606829449299,3.83108399676175,4.86460002427165,5.6876905563382,3.92957940620889,4.08989387124684,3.70618107127348,3.85995319383564,4.04534546881884,6.66496884392846,5.03234523255052,4.77389326626185,3.85058050300664,4.13425516705794,3.59144031474608,4.85151321747122,5.55314551461403,4.39424372325629,5.21033509564012,4.00260021990995,3.55456477803451,4.50324913248906,4.43997505896441,3.60519464102688
PRR3,2.0195676872244,2.124501007414,3.37566984407324,2.15172561370502,1.57381797261722,1.90117371391436,1.69617272582161,1.46385049318266,1.72235828664004,1.76081911135048,1.64350647802454,2.4461551356673,1.95818644821311,2.19268450936372,2.34264771658539,2.93792331038795,3.0254438912389,1.93704556585233,3.54387206917576,1.78750670500571,2.66362671710264,2.44340617813969,1.78664117852205,1.81028722862592,1.67620396470443,2.15233581307128,2.59497920304997,3.10113813653506,2.05368081153921,2.13868163383875,1.98938359268519,1.18988880220688,1.73339003293547,3.02610988511078,1.70718962796552,1.49044369828202,2.38480814305729,2.37906312130337,1.77330954639864,1.77764074512568,1.8696817168369,1.94330913281981
PTPN1,1.2521407321464,1.46831680840181,1.84822137063639,1.55362263304317,1.03884866833614,0.840933702477426,1.1497720052442,0.854313228149499,1.04183851507798,1.19769950787419,1.14667493777153,1.64755312927822,1.71813331345073,0.874648589664104,1.15039334040475,1.83491068492516,2.11304832268985,0.808299780234723,2.7247930219815,1.2456287515399,2.02217834691156,2.4365606744584,0.791841347143051,0.927506768055038,1.05415882390209,1.36385711725846,1.48830704265118,2.30326140996016,1.03566317041039,1.76474082193294,0.892741192890159,2.05366535772493,0.777196317663843,1.79482227931286,2.35486543753406,1.03072643342759,2.0812896362148,1.50035767489803,1.39363586098869,1.0041484796002,0.966243674153337,1.24978799723863
RAPGEF3,3.08150769075794,1.24422583924456,2.29318931140987,3.09551226871564,3.20823820330504,3.86412874173298,2.85478625564776,2.69451368987134,3.53003353695315,1.79216361643402,1.87250912644348,1.99005359920248,4.79539067324041,2.91218562057213,3.658425077187,2.20371597073638,3.99096984255361,2.5801383497749,3.28829821105354,2.76158680372544,2.72161597352389,2.98728302098222,2.97973387583358,3.29434020220798,2.4855531924465,3.12688171942255,2.57942321448171,2.90767528656805,2.11460085542462,1.9221851278126,3.17454389264238,2.64202183349362,2.32867332762643,1.34005720269717,3.28456279395605,3.43854115374103,4.0972889554372,2.60267859116732,2.19447489194362,1.88954603522252,3.13846851528027,2.07423642613126
RHDBL,3.98950259502361,3.74261452103528,5.23456858597094,4.54987245588248,3.17128139772627,3.03770727564564,3.62598279795961,3.67330221542919,2.71490191490588,3.95923633986257,3.18774294264552,4.09198922460198,4.47975497546357,3.18515533312185,4.37361174005011,4.8921030251196,5.49006236415159,3.64393082079191,7.5701736668254,4.57704977153973,5.48351470118158,5.80053761177162,3.59584783530331,3.88353504637533,3.23145366006089,4.38798256379755,3.09748286876841,4.60527198946364,3.51377458243701,4.90898272806255,4.2605107358536,5.02935057231881,3.77096624787299,4.36444568005697,5.16986875540518,4.29616725953874,6.20337502587475,4.15920646177837,4.49551155135919,3.69405974691821,3.3484991244342,4.78947514817526
RPL11,1.92148634192442,2.6765858569396,2.20191774719407,2.14376155257161,1.06950603015105,1.11276590358802,1.52761115832526,1.40559593287914,1.02151314962457,2.57619341877399,2.56837708828362,2.63064801090661,1.54434798775644,1.61325681446716,1.42746100458037,3.43473320929019,3.12072660934323,1.4634768106227,3.22413375644544,1.32275541874755,3.41893311852986,3.49358398990293,1.05427683037479,1.15099490938045,1.61792294626636,2.44264518144629,3.08443887731432,3.75576956405717,1.13055039120299,3.00992417821836,1.40877106327151,2.84938015941698,1.48967933849536,3.1532814444876,3.44012817268181,1.00183450627008,2.07972246640208,2.87794292481633,2.42175383079507,1.68856476826074,1.13558521753339,2.25910114234043
RTN4R,2.28426675487877,2.54572101660782,2.70975965754572,1.52662088931775,1.5952913599342,1.83127605551299,2.05012215642143,1.69699462771371,1.68228579531252,2.82025772332283,2.7245187588883,3.12661162847154,1.93354797758521,2.03388542674883,1.81825299999503,3.64038167521277,2.26897325767133,1.71832731842666,4.2653683160747,1.72908744351264,3.25707097345677,3.27572409966481,1.55269662218536,1.27879116677528,2.14557199580872,1.7711715287657,3.19410014104645,3.91380331664813,1.67274689394892,2.54041766050451,1.77540554859585,3.24460692014994,1.50459494881265,3.14520417512124,3.77111267268135,1.40147399846931,1.09442933441016,3.02119520810291,2.23820092911576,2.01600675401274,1.95658291975738,2.46614866823609
SERPINB5,1.85624862644533,1.34205583011114,2.42220491010368,2.12478389636778,1.6801056687507,1.9700478969785,1.18904590157428,1.34506640682139,1.80435002774331,1.14919765717097,1.41338676703014,1.32495756794742,2.66409776981352,1.2543230228737,1.2963652412164,1.18118549717311,2.1983420877907,1.20635667467679,3.80342582030426,1.74948291679533,1.3352318219505,1.92592142607135,1.43332960373918,1.57577962213756,1.75754249813099,1.48342122067315,2.43059785949708,1.79816598360019,2.08541465463735,1.42418496034299,1.31533966638696,1.86178673918497,1.27045105485132,1.55716192605846,2.37208449114894,1.60043474245346,2.80340416321138,0.738607446261606,1.40700450702223,1.28807099276463,1.43341967780326,1.30768498889981
SLC5A9,1.31523787267199,1.30425241099754,2.21330336240862,1.76264292784581,1.51474231063596,1.62416688808704,1.09253100742284,1.35828856704502,1.57596525631514,1.42158968098679,1.37168483706934,1.6880373351198,2.26561579282781,1.65177074583866,1.48122603824213,1.80763004713448,2.14595709214407,1.32941954318587,2.79241698762613,1.3991040679128,1.90344584881809,2.52765376119343,1.17634896134906,1.49515528571208,1.03383864410804,1.542151197421,2.18655470167367,2.28879108601039,1.60311762939149,1.71453179346258,1.36867368726017,1.55974875347261,1.09419072580555,1.67079443657149,2.04138374194965,1.23445023355612,1.82442081066215,1.60492914188805,0.925544439644766,1.36884023274377,1.57539044302425,1.34553288665484
